DecayParticle1_Name DecayParticle1_Boson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_Boson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 272.073 111 -169 -182 b_quark 0 4.18 185.368 -78 96 138
b_quark 0 4.18 88.7439 -63 -17 -60 b_quark 0 4.18 78.9523 -16 -74 22
W+ 1 80.4 199.294 -58 -147 -91 W- 1 80.4 240.708 144 94 148
b_quark 0 4.18 131.391 46 -99 -73 b_quark 0 4.18 161.529 1 93 132
b_quark 0 4.18 100.137 -48 59 -65 b_quark 0 4.18 104.18 104 2 4
b_quark 0 4.18 205.931 -122 155 -59 b_quark 0 4.18 105.411 38 -91 37
b_quark 0 4.18 113.8 70 17 88 b_quark 0 4.18 143.932 17 -33 -139
b_quark 0 4.18 138.515 -80 15 112 b_quark 0 4.18 151.303 149 7 -25
b_quark 0 4.18 257.844 111 -161 -168 b_quark 0 4.18 148.501 -13 79 125
b_quark 0 4.18 151.431 -53 128 -61 b_quark 0 4.18 142.452 111 -85 27
b_quark 0 4.18 138.807 -71 95 72 b_quark 0 4.18 127.226 96 -83 8
W+ 1 80.4 269.093 -219 115 -69 W- 1 80.4 191.108 141 -31 96
tau+ 0 1.78 106.156 -31 -33 96 tau- 0 1.78 142.756 66 -12 -126
b_quark 0 4.18 123.8 -27 -54 108 b_quark 0 4.18 177.686 93 141 -55
W+ 1 80.4 175.403 -57 98 107 W- 1 80.4 200.659 104 -150 -22
W+ 1 80.4 138.048 99 -26 -46 W- 1 80.4 98.4386 -21 9 52
W+ 1 80.4 180.186 -85 33 -133 W- 1 80.4 138.362 -10 -42 104
b_quark 0 4.18 89.5068 -57 68 11 b_quark 0 4.18 164.449 49 -145 60
b_quark 0 4.18 250.915 99 -164 -162 b_quark 0 4.18 213.053 -43 145 150
W+ 1 80.4 188.908 166 -35 -21 W- 1 80.4 162.004 -86 8 111
W+ 1 80.4 206.817 103 -104 -122 W- 1 80.4 236.914 -128 112 144
b_quark 0 4.18 128.166 -93 56 -68 b_quark 0 4.18 79.1674 45 16 63
b_quark 0 4.18 125.457 33 -83 88 b_quark 0 4.18 68.0696 48 34 -34
b_quark 0 4.18 199.653 48 -26 192 b_quark 0 4.18 179.492 -48 114 -130
tau+ 0 1.78 317.007 -175 229 132 tau- 0 1.78 235.782 149 -142 -115
W+ 1 80.4 172.497 21 151 7 W- 1 80.4 144.769 45 -70 87
W+ 1 80.4 176.825 51 -71 131 W- 1 80.4 160.553 -8 32 -135
b_quark 0 4.18 274.932 -133 -184 155 b_quark 0 4.18 175.053 136 93 -59
W+ 1 80.4 161.159 22 -120 -68 W- 1 80.4 139.886 -68 52 76
b_quark 0 4.18 88.7664 85 -21 -14 b_quark 0 4.18 185.657 -139 99 -73
W+ 1 80.4 183.886 -30 -115 -115 W- 1 80.4 183.709 28 145 74
b_quark 0 4.18 64.703 32 -43 -36 b_quark 0 4.18 83.7286 12 57 -60
b_quark 0 4.18 139.952 -67 118 -34 b_quark 0 4.18 110.084 31 -18 104
b_quark 0 4.18 102.13 -10 -43 -92 b_quark 0 4.18 88.1219 78 40 -8
W+ 1 80.4 135.178 -27 82 66 W- 1 80.4 116.143 -60 -56 17
b_quark 0 4.18 201.056 -195 -34 35 b_quark 0 4.18 102.506 95 36 13
b_quark 0 4.18 90.7936 -65 40 49 b_quark 0 4.18 45.8854 22 2 40
b_quark 0 4.18 248.669 229 27 -93 b_quark 0 4.18 166.323 -139 63 66
b_quark 0 4.18 104.18 -50 44 -80 b_quark 0 4.18 141.811 106 -24 91
W+ 1 80.4 225.302 -140 19 -156 W- 1 80.4 191.346 121 62 108
b_quark 0 4.18 227.102 -101 -194 61 b_quark 0 4.18 158.652 103 120 -12
b_quark 0 4.18 214.848 41 -45 206 b_quark 0 4.18 184.75 -109 -25 -147
b_quark 0 4.18 96.2417 90 -11 -32 b_quark 0 4.18 88.224 -49 39 -62
tau+ 0 1.78 262.871 119 216 -91 tau- 0 1.78 197.573 -124 -150 34
b_quark 0 4.18 140.33 15 -53 -129 b_quark 0 4.18 129.157 -70 10 108
tau+ 0 1.78 122.033 122 1 2 tau- 0 1.78 75.0278 -60 -45 -1
b_quark 0 4.18 243.287 -201 83 -109 b_quark 0 4.18 162.713 147 -68 15
b_quark 0 4.18 246.551 80 181 -147 b_quark 0 4.18 135.438 -39 -97 86
W+ 1 80.4 104.49 55 -23 30 W- 1 80.4 180.561 -132 -67 65
b_quark 0 4.18 220.598 -19 138 -171 b_quark 0 4.18 176.506 37 -122 122
b_quark 0 4.18 352.111 -240 166 197 b_quark 0 4.18 220.083 143 -93 -139
b_quark 0 4.18 154.876 -98 -98 69 b_quark 0 4.18 162.381 5 135 -90
b_quark 0 4.18 292.008 -143 181 179 b_quark 0 4.18 198.004 72 -148 -110
tau+ 0 1.78 185.71 -52 -166 -65 tau- 0 1.78 147.001 91 86 77
Z 1 91.2 137.947 -12 82 62 Z 1 91.2 191.967 90 -97 -105
b_quark 0 4.18 116.989 -50 12 -105 b_quark 0 4.18 53.1834 7 19 49
b_quark 0 4.18 175.558 175 -13 -3 b_quark 0 4.18 135.95 -133 26 -10
b_quark 0 4.18 132.761 -54 96 -74 b_quark 0 4.18 96.9354 9 -73 63
tau+ 0 1.78 175.537 125 -76 -97 tau- 0 1.78 166.647 -146 26 76
W+ 1 80.4 251.084 177 65 -145 W- 1 80.4 187.641 -95 -26 138
b_quark 0 4.18 284.551 -196 -70 194 b_quark 0 4.18 146.446 97 -28 -106
tau+ 0 1.78 121.771 102 14 -65 tau- 0 1.78 77.3833 -53 -50 26
b_quark 0 4.18 245.185 3 245 -8 b_quark 0 4.18 147.958 12 -147 -11
b_quark 0 4.18 163.314 -11 143 78 b_quark 0 4.18 144.217 59 -92 -94
b_quark 0 4.18 136.965 -97 42 87 b_quark 0 4.18 132.327 22 -25 -128
b_quark 0 4.18 180.816 -114 140 -9 b_quark 0 4.18 143.002 64 -120 44
W+ 1 80.4 257.956 -84 -214 -85 W- 1 80.4 194.757 81 116 107
W+ 1 80.4 180.716 117 48 101 W- 1 80.4 112.633 -58 7 -53
Z 1 91.2 233.99 -152 23 -151 Z 1 91.2 213.137 125 13 146
b_quark 0 4.18 143.539 -112 -89 -11 b_quark 0 4.18 106.261 83 64 -17
b_quark 0 4.18 225.254 201 -36 -95 b_quark 0 4.18 160.728 -102 6 124
b_quark 0 4.18 260.039 83 -165 183 b_quark 0 4.18 177.774 -68 121 -111
b_quark 0 4.18 155.902 76 56 -124 b_quark 0 4.18 136.321 -66 -77 91
b_quark 0 4.18 109.993 -19 -22 -106 b_quark 0 4.18 63.091 35 -47 23
W+ 1 80.4 148.112 -26 -54 -109 W- 1 80.4 150.28 126 12 10
b_quark 0 4.18 236.314 -203 43 113 b_quark 0 4.18 184.075 136 51 -113
b_quark 0 4.18 131.615 94 30 -87 b_quark 0 4.18 80.6751 -51 41 47
b_quark 0 4.18 104.319 82 -54 -35 b_quark 0 4.18 28.5565 -26 -11 -1
W+ 1 80.4 247.431 -42 185 -137 W- 1 80.4 215.224 109 -126 110
b_quark 0 4.18 48.5332 24 -41 -9 b_quark 0 4.18 78.0735 62 5 -47
tau+ 0 1.78 227.306 -220 -48 31 tau- 0 1.78 143.976 126 65 -25
W+ 1 80.4 228.837 105 46 -181 W- 1 80.4 187.875 -122 5 118
W+ 1 80.4 87.4823 -10 0 -33 W- 1 80.4 152.323 -87 -40 87
b_quark 0 4.18 117.19 94 -68 16 b_quark 0 4.18 124.252 -88 54 69
W+ 1 80.4 207.591 -191 -10 -7 W- 1 80.4 191.633 127 -81 -87
b_quark 0 4.18 158.74 -93 -34 -124 b_quark 0 4.18 170.419 66 75 138
W+ 1 80.4 223.607 -20 200 56 W- 1 80.4 184.144 6 -105 -128
b_quark 0 4.18 174.352 -5 -130 -116 b_quark 0 4.18 84.1337 64 39 38
b_quark 0 4.18 172.463 -81 -43 146 b_quark 0 4.18 51.8698 -13 -2 -50
b_quark 0 4.18 186.444 36 -178 42 b_quark 0 4.18 130.646 -41 113 -51
b_quark 0 4.18 98.3436 -1 7 -98 b_quark 0 4.18 113.769 -91 17 66
W+ 1 80.4 117.295 38 51 57 W- 1 80.4 170.053 -3 -67 -134
b_quark 0 4.18 232.769 -148 -128 126 b_quark 0 4.18 236.175 136 136 -137
W+ 1 80.4 108.923 -22 4 -70 W- 1 80.4 131.069 25 -17 99
b_quark 0 4.18 177.447 110 -41 -133 b_quark 0 4.18 126.959 -79 56 82
b_quark 0 4.18 218.166 113 -59 -177 b_quark 0 4.18 145.672 -73 93 85
b_quark 0 4.18 231.083 118 -67 -187 b_quark 0 4.18 155.629 -87 85 97
b_quark 0 4.18 137.537 -123 -7 -61 b_quark 0 4.18 74.863 45 -31 51
b_quark 0 4.18 119.818 -63 71 -73 b_quark 0 4.18 210.142 -25 -149 146
b_quark 0 4.18 230.086 -104 9 -205 b_quark 0 4.18 159.908 54 74 131
b_quark 0 4.18 48.5538 26 -40 -8 b_quark 0 4.18 83.2555 68 -47 -9
b_quark 0 4.18 146.6 13 -136 53 b_quark 0 4.18 150.504 65 128 -45
b_quark 0 4.18 219.407 -43 97 -192 b_quark 0 4.18 98.6584 -4 -22 96
b_quark 0 4.18 213.924 -203 44 -51 b_quark 0 4.18 196.933 138 -35 136
b_quark 0 4.18 166.224 19 156 54 b_quark 0 4.18 91.8503 43 -81 3
b_quark 0 4.18 107.956 -46 89 -40 b_quark 0 4.18 112.616 22 -110 9
b_quark 0 4.18 281.579 220 110 -137 b_quark 0 4.18 180.548 -130 -56 112
b_quark 0 4.18 180.193 40 24 -174 b_quark 0 4.18 124.147 -37 -65 99
b_quark 0 4.18 138.411 40 34 -128 b_quark 0 4.18 59.0209 -24 39 37
b_quark 0 4.18 50.4229 -22 4 -45 b_quark 0 4.18 97.3009 61 -73 -20
W+ 1 80.4 190.508 -65 -50 -152 W- 1 80.4 161.484 -30 -32 133
tau+ 0 1.78 39.8016 -5 34 20 tau- 0 1.78 131.168 -4 55 -119
b_quark 0 4.18 149.112 -104 -75 76 b_quark 0 4.18 123.727 61 107 -11
b_quark 0 4.18 139.411 -1 96 101 b_quark 0 4.18 202.08 97 -147 -99
b_quark 0 4.18 211.749 -148 -40 146 b_quark 0 4.18 164.704 121 38 -105
b_quark 0 4.18 173.541 -55 -107 125 b_quark 0 4.18 126.754 118 30 -35
b_quark 0 4.18 230.529 -83 -21 -214 b_quark 0 4.18 171.748 -14 120 122
b_quark 0 4.18 139.637 -61 -48 116 b_quark 0 4.18 237.157 148 131 -131
W+ 1 80.4 117.67 -55 66 1 W- 1 80.4 187.484 121 -101 62
W+ 1 80.4 250.719 -50 -214 90 W- 1 80.4 161.577 -49 131 -9
b_quark 0 4.18 119.107 52 88 61 b_quark 0 4.18 77.894 -75 -19 -8
b_quark 0 4.18 193.18 26 -65 -180 b_quark 0 4.18 126.355 6 6 126
tau+ 0 1.78 197.137 130 54 138 tau- 0 1.78 189.241 -87 -104 -132
b_quark 0 4.18 83.2975 79 -26 -2 b_quark 0 4.18 158.314 -134 23 81
b_quark 0 4.18 230.544 211 -74 -56 b_quark 0 4.18 137.286 -122 -15 61
b_quark 0 4.18 158.917 -33 82 132 b_quark 0 4.18 210.082 86 -135 -136
b_quark 0 4.18 113.607 48 -93 -44 b_quark 0 4.18 178.122 -106 95 107
b_quark 0 4.18 253.542 -131 4 -217 b_quark 0 4.18 202.912 140 -60 134
b_quark 0 4.18 187.943 -130 129 42 b_quark 0 4.18 169.822 63 -78 -137
b_quark 0 4.18 116.226 45 -105 21 b_quark 0 4.18 198.682 -111 144 -80
b_quark 0 4.18 271.239 99 206 146 b_quark 0 4.18 159.82 -46 -135 -72
W+ 1 80.4 156.302 81 -74 77 W- 1 80.4 131.29 -88 55 -2
b_quark 0 4.18 125.596 66 -99 -40 b_quark 0 4.18 135.634 -73 105 -45
b_quark 0 4.18 85.5714 -70 -31 38 b_quark 0 4.18 72.8593 67 -21 -19
W+ 1 80.4 144.738 20 -111 42 W- 1 80.4 124.315 57 29 -70
b_quark 0 4.18 111.989 -110 18 10 b_quark 0 4.18 182.643 149 -94 -48
b_quark 0 4.18 221.798 -55 174 126 b_quark 0 4.18 105.235 -29 -90 -46
b_quark 0 4.18 234.586 178 48 -145 b_quark 0 4.18 159.523 -131 -13 90
Z 1 91.2 133.385 -85 35 32 Z 1 91.2 124.086 56 -10 -62
Z 1 91.2 212.975 158 106 -29 Z 1 91.2 180.99 -86 -130 12
b_quark 0 4.18 102.564 69 70 -29 b_quark 0 4.18 139.941 -110 -79 35
W+ 1 80.4 180.491 74 126 69 W- 1 80.4 196.451 -27 -142 -106
W+ 1 80.4 242.762 -178 111 92 W- 1 80.4 196.818 124 -124 -39
b_quark 0 4.18 153.491 -85 -126 21 b_quark 0 4.18 99.0832 38 90 -16
b_quark 0 4.18 190.742 -104 -130 -93 b_quark 0 4.18 143.274 17 114 85
tau+ 0 1.78 203.178 11 81 186 tau- 0 1.78 167.344 54 -133 -86
b_quark 0 4.18 48.4507 0 37 31 b_quark 0 4.18 71.2564 -56 -32 -30
b_quark 0 4.18 123.315 -103 -38 -56 b_quark 0 4.18 187.001 144 46 110
b_quark 0 4.18 261.426 86 87 -231 b_quark 0 4.18 169.533 -58 -68 144
b_quark 0 4.18 237.58 185 -1 149 b_quark 0 4.18 158.891 -98 -35 -120
b_quark 0 4.18 220.006 21 -170 138 b_quark 0 4.18 131.687 42 82 -94
b_quark 0 4.18 162.55 40 -154 -33 b_quark 0 4.18 154.73 -116 102 -8
b_quark 0 4.18 153.579 -12 4 -153 b_quark 0 4.18 94.6334 -21 -44 81
b_quark 0 4.18 45.7763 -45 7 -2 b_quark 0 4.18 165.044 145 -71 34
b_quark 0 4.18 98.6938 73 -65 -13 b_quark 0 4.18 170.234 -144 51 75
b_quark 0 4.18 186.843 140 118 37 b_quark 0 4.18 157.869 -141 -68 -20
b_quark 0 4.18 92.5606 45 -30 75 b_quark 0 4.18 139.955 15 119 -72
b_quark 0 4.18 149.708 -61 107 -85 b_quark 0 4.18 122.652 31 -36 113
b_quark 0 4.18 110.944 -55 -65 71 b_quark 0 4.18 124.79 -37 -31 -115
b_quark 0 4.18 205.045 81 -188 -11 b_quark 0 4.18 127.556 -8 117 -50
b_quark 0 4.18 177.348 99 103 -105 b_quark 0 4.18 146.036 -28 -58 131
b_quark 0 4.18 67.2047 37 27 49 b_quark 0 4.18 90.3132 -53 29 -67
b_quark 0 4.18 211.299 -110 173 -51 b_quark 0 4.18 179.381 148 -100 -16
b_quark 0 4.18 103.337 65 6 80 b_quark 0 4.18 46.5883 -35 28 -12
W+ 1 80.4 219.06 131 119 101 W- 1 80.4 216.255 -86 -145 -109
b_quark 0 4.18 44.0508 -37 23 -5 b_quark 0 4.18 131.223 95 -79 -44
b_quark 0 4.18 119.831 -13 -22 -117 b_quark 0 4.18 109.002 74 68 42
b_quark 0 4.18 151.488 135 -35 59 b_quark 0 4.18 190.561 -80 130 -114
tau+ 0 1.78 270.459 -194 -153 -110 tau- 0 1.78 194.165 126 139 50
b_quark 0 4.18 122.713 8 -84 89 b_quark 0 4.18 114.387 -11 25 -111
b_quark 0 4.18 100.516 89 22 41 b_quark 0 4.18 82.6709 -34 -75 -6
b_quark 0 4.18 151.203 115 4 -98 b_quark 0 4.18 160.563 -149 59 9
b_quark 0 4.18 232.995 13 -100 -210 b_quark 0 4.18 146.443 26 4 144
tau+ 0 1.78 95.667 -36 58 67 tau- 0 1.78 99.6452 43 -61 -66
Z 1 91.2 95.8407 24 -6 16 Z 1 91.2 167.333 -103 -85 -43
tau+ 0 1.78 150.586 93 -10 118 tau- 0 1.78 85.441 -6 -50 -69
tau+ 0 1.78 109.709 -12 108 15 tau- 0 1.78 60.4497 49 -35 -5
b_quark 0 4.18 248.122 -187 123 107 b_quark 0 4.18 146.842 113 -26 -90
W+ 1 80.4 154.124 -75 1 108 W- 1 80.4 137.245 80 -14 -76
b_quark 0 4.18 216.061 -85 64 -188 b_quark 0 4.18 214.109 116 -113 140
b_quark 0 4.18 135.009 89 17 100 b_quark 0 4.18 11.2904 -9 2 -5
b_quark 0 4.18 201.332 -88 178 33 b_quark 0 4.18 107.998 55 -86 35
W+ 1 80.4 221.617 199 -45 32 W- 1 80.4 177.497 -100 71 -100
Z 1 91.2 240.313 148 75 -148 Z 1 91.2 157.532 -115 5 57
W+ 1 80.4 259.126 52 123 -207 W- 1 80.4 218.399 -127 -92 129
b_quark 0 4.18 185.988 182 -35 15 b_quark 0 4.18 128.014 -113 55 -24
b_quark 0 4.18 109.048 107 20 -5 b_quark 0 4.18 103.09 -11 -92 -45
Z 1 91.2 289.073 -169 181 -118 Z 1 91.2 226.467 84 -133 135
b_quark 0 4.18 161.813 -49 -7 -154 b_quark 0 4.18 141.462 51 68 113
b_quark 0 4.18 219.469 -207 44 58 b_quark 0 4.18 181.385 125 -113 -67
b_quark 0 4.18 154.63 112 18 105 b_quark 0 4.18 104.587 -79 54 -42
b_quark 0 4.18 230.262 -207 -77 65 b_quark 0 4.18 209.639 147 149 -11
b_quark 0 4.18 167.724 -111 57 112 b_quark 0 4.18 72.4256 46 -54 -14
b_quark 0 4.18 164.895 132 -55 -82 b_quark 0 4.18 166.603 -147 69 37
b_quark 0 4.18 164.254 69 -149 0 b_quark 0 4.18 146.504 -103 89 -54
W+ 1 80.4 165.436 132 0 59 W- 1 80.4 196.604 -66 77 -148
b_quark 0 4.18 261.745 -190 53 -172 b_quark 0 4.18 151.873 122 8 90
b_quark 0 4.18 151.679 -5 -58 -140 b_quark 0 4.18 99.2193 -37 63 67
b_quark 0 4.18 196.722 4 155 -121 b_quark 0 4.18 154.892 -50 -57 135
b_quark 0 4.18 98.2165 -8 -94 27 b_quark 0 4.18 126.773 99 13 -78
b_quark 0 4.18 160.435 39 -99 -120 b_quark 0 4.18 160.821 23 111 114
b_quark 0 4.18 326.621 248 202 66 b_quark 0 4.18 241.743 -149 -139 -130
W+ 1 80.4 97.684 -37 22 35 W- 1 80.4 100.45 9 29 52
b_quark 0 4.18 246.137 -19 243 34 b_quark 0 4.18 155.985 -52 -147 1
b_quark 0 4.18 229.84 163 -152 56 b_quark 0 4.18 190.545 -141 128 5
W+ 1 80.4 242.937 97 203 -44 W- 1 80.4 188.322 -53 -124 104
W+ 1 80.4 152.974 -94 90 -1 W- 1 80.4 172.494 147 -40 9
b_quark 0 4.18 106.379 47 87 39 b_quark 0 4.18 126.287 -91 -87 9
b_quark 0 4.18 86.928 -17 -47 -71 b_quark 0 4.18 55.888 -21 -48 -19
W+ 1 80.4 152.122 119 -50 4 W- 1 80.4 202.433 -127 119 65
b_quark 0 4.18 205.206 -66 10 -194 b_quark 0 4.18 141.08 49 18 131
b_quark 0 4.18 97.4447 -6 -89 -39 b_quark 0 4.18 187.983 92 150 66
b_quark 0 4.18 58.647 -41 -29 30 b_quark 0 4.18 132.055 14 -43 -124
W+ 1 80.4 167.556 -83 -9 -121 W- 1 80.4 122.136 46 -71 36
W+ 1 80.4 264.717 181 -149 93 W- 1 80.4 241.794 -144 140 -108
b_quark 0 4.18 101.855 0 -94 -39 b_quark 0 4.18 155.86 -43 149 -15
b_quark 0 4.18 249.35 99 -214 -81 b_quark 0 4.18 214.931 -145 148 57
b_quark 0 4.18 121.875 56 102 36 b_quark 0 4.18 74.7226 -18 -39 61
b_quark 0 4.18 177.309 96 -91 -118 b_quark 0 4.18 107.664 -38 47 89
W+ 1 80.4 154.37 34 -9 -127 W- 1 80.4 179.104 11 73 142
W+ 1 80.4 147.252 33 -21 117 W- 1 80.4 176.585 -102 115 -33
b_quark 0 4.18 115.293 -105 39 27 b_quark 0 4.18 117.722 96 23 64
b_quark 0 4.18 328.479 230 225 -66 b_quark 0 4.18 201.391 -136 -146 -27
b_quark 0 4.18 160.37 122 1 -104 b_quark 0 4.18 147.511 -59 -6 135
b_quark 0 4.18 103.704 -84 -60 -9 b_quark 0 4.18 131.116 125 18 35
b_quark 0 4.18 256.726 81 181 -163 b_quark 0 4.18 155.88 -21 -124 92
W+ 1 80.4 142.314 8 27 114 W- 1 80.4 154.836 -53 -99 -70
b_quark 0 4.18 67.1079 -39 -39 38 b_quark 0 4.18 38.6455 4 38 4
b_quark 0 4.18 147.172 -136 -11 55 b_quark 0 4.18 162.488 112 -55 -104
b_quark 0 4.18 233.625 -1 -119 -201 b_quark 0 4.18 161.686 -45 58 144
b_quark 0 4.18 74.6892 -66 7 34 b_quark 0 4.18 148.4 66 57 -120
W+ 1 80.4 165.385 12 130 -62 W- 1 80.4 129.781 27 -77 61
tau+ 0 1.78 173.989 -82 -44 -147 tau- 0 1.78 95.2794 13 25 91
W+ 1 80.4 138.875 -89 65 26 W- 1 80.4 221.118 148 -142 -19
Z 1 91.2 172.883 -129 -57 -41 Z 1 91.2 164.895 96 84 -51
W+ 1 80.4 251.418 89 51 -215 W- 1 80.4 210.036 -99 -79 147
b_quark 0 4.18 225.758 212 26 73 b_quark 0 4.18 195.746 -129 7 -147
b_quark 0 4.18 272.537 -157 -187 -121 b_quark 0 4.18 151.629 95 107 50
b_quark 0 4.18 108.713 -101 -32 -24 b_quark 0 4.18 120.081 111 41 -20
b_quark 0 4.18 194.187 123 -121 -89 b_quark 0 4.18 168.797 -105 115 65
b_quark 0 4.18 131.877 -78 -87 61 b_quark 0 4.18 130.217 37 123 -21
tau+ 0 1.78 206.621 -2 166 123 tau- 0 1.78 125.774 -46 -110 -40
b_quark 0 4.18 119.09 -108 49 10 b_quark 0 4.18 154.679 142 -12 60
W+ 1 80.4 191.22 2 116 129 W- 1 80.4 135.363 -25 -95 -47
tau+ 0 1.78 167.607 112 -13 -124 tau- 0 1.78 135.677 -58 65 104
b_quark 0 4.18 123.756 84 69 -59 b_quark 0 4.18 91.1673 -62 -15 65
b_quark 0 4.18 126.125 76 75 67 b_quark 0 4.18 146.981 21 -61 -132
b_quark 0 4.18 124.352 38 111 41 b_quark 0 4.18 189.144 -117 -138 55
tau+ 0 1.78 300.648 -201 -184 -127 tau- 0 1.78 213.444 149 127 85
b_quark 0 4.18 202.535 13 -53 -195 b_quark 0 4.18 190.779 81 117 127
b_quark 0 4.18 190.022 129 129 53 b_quark 0 4.18 69.9819 -52 -40 24
b_quark 0 4.18 119.818 -87 23 79 b_quark 0 4.18 178.727 34 -121 -127
b_quark 0 4.18 325.468 202 142 212 b_quark 0 4.18 215.737 -144 -75 -142
b_quark 0 4.18 178.783 -25 165 64 b_quark 0 4.18 157.694 99 -107 -60
Z 1 91.2 207.671 132 -15 131 Z 1 91.2 190.826 -130 -54 -91
b_quark 0 4.18 308.285 106 -235 169 b_quark 0 4.18 199.931 -111 135 -97
W+ 1 80.4 204.446 158 71 73 W- 1 80.4 200.893 -113 -10 -145
b_quark 0 4.18 115.873 -94 62 -27 b_quark 0 4.18 173.84 135 -103 -37
b_quark 0 4.18 256.239 129 70 -210 b_quark 0 4.18 217.831 -77 -140 148
b_quark 0 4.18 120.625 -86 24 -81 b_quark 0 4.18 145.222 8 -92 112
W+ 1 80.4 169.216 -47 140 -19 W- 1 80.4 181.345 94 -81 105
b_quark 0 4.18 268.728 111 170 -176 b_quark 0 4.18 189.764 -74 -126 121
b_quark 0 4.18 166.956 44 0 161 b_quark 0 4.18 147.236 4 42 -141
W+ 1 80.4 195.763 -19 -13 177 W- 1 80.4 164.934 -1 17 -143
b_quark 0 4.18 114.523 -80 67 -47 b_quark 0 4.18 108.91 72 -48 66
b_quark 0 4.18 93.0939 -20 85 -32 b_quark 0 4.18 194.639 101 -105 129
b_quark 0 4.18 210.17 -23 -91 188 b_quark 0 4.18 187.583 68 135 -111
b_quark 0 4.18 184.083 -27 -4 182 b_quark 0 4.18 176.631 117 46 -124
b_quark 0 4.18 145.721 90 101 -54 b_quark 0 4.18 170.11 -68 -130 86
b_quark 0 4.18 128.353 -24 -16 -125 b_quark 0 4.18 135.301 99 -82 42
b_quark 0 4.18 163.791 128 99 -25 b_quark 0 4.18 153.647 -150 -27 -19
W+ 1 80.4 113.217 8 -73 -31 W- 1 80.4 97.5098 24 38 32
tau+ 0 1.78 142.145 -137 37 8 tau- 0 1.78 176.454 141 4 -106
W+ 1 80.4 240.872 -59 215 -43 W- 1 80.4 182.39 49 -124 95
b_quark 0 4.18 195.201 14 -177 -81 b_quark 0 4.18 163.846 74 146 6
W+ 1 80.4 176.026 -134 -2 81 W- 1 80.4 177.384 125 -60 -76
b_quark 0 4.18 168.489 61 -43 -151 b_quark 0 4.18 116.148 2 37 110
W+ 1 80.4 188.76 71 130 85 W- 1 80.4 98.0314 -41 -36 13
W+ 1 80.4 125.336 53 80 -6 W- 1 80.4 139.69 -103 -46 -18
b_quark 0 4.18 217.877 216 11 26 b_quark 0 4.18 158.362 -121 -58 -84
W+ 1 80.4 290.73 110 -242 86 W- 1 80.4 198.185 -43 150 -92
W+ 1 80.4 271.548 161 -203 12 W- 1 80.4 199.475 -101 150 25
tau+ 0 1.78 86.3549 -83 -6 23 tau- 0 1.78 39.4483 -16 -36 1
b_quark 0 4.18 102.973 91 39 28 b_quark 0 4.18 101.673 -8 -100 16
b_quark 0 4.18 208.587 73 41 -191 b_quark 0 4.18 225.396 -137 -129 124
W+ 1 80.4 213.853 -23 -196 18 W- 1 80.4 152.191 17 128 5
W+ 1 80.4 210.11 -129 121 80 W- 1 80.4 195.717 56 -128 -111
W+ 1 80.4 243.929 154 61 -160 W- 1 80.4 171.855 -110 19 103
b_quark 0 4.18 167.757 -61 -148 50 b_quark 0 4.18 185.223 67 101 -140
b_quark 0 4.18 291.608 -12 -205 -207 b_quark 0 4.18 207.631 12 150 143
W+ 1 80.4 128.344 -76 -46 -46 W- 1 80.4 161.339 89 94 53
b_quark 0 4.18 207.756 10 -14 -207 b_quark 0 4.18 159.83 52 -18 150
b_quark 0 4.18 138.371 -69 108 -52 b_quark 0 4.18 85.0087 16 -77 -32
b_quark 0 4.18 285.549 -84 -116 -247 b_quark 0 4.18 175.566 74 61 147
b_quark 0 4.18 89.5068 -43 72 31 b_quark 0 4.18 140.077 108 -88 -14
W+ 1 80.4 114.827 -39 -72 4 W- 1 80.4 171.785 58 139 19
b_quark 0 4.18 209.417 -62 -165 113 b_quark 0 4.18 215.605 138 100 -132
b_quark 0 4.18 100.332 -78 43 -46 b_quark 0 4.18 100.032 22 -17 96
b_quark 0 4.18 160.684 71 -5 -144 b_quark 0 4.18 106.28 -89 -21 54
b_quark 0 4.18 80.3211 -53 -40 45 b_quark 0 4.18 57.7795 4 13 -56
b_quark 0 4.18 98.5823 32 81 -46 b_quark 0 4.18 98.2012 -52 -81 19
b_quark 0 4.18 114.728 41 -58 -90 b_quark 0 4.18 97.6651 35 -14 90
b_quark 0 4.18 173.088 -17 103 -138 b_quark 0 4.18 122.762 3 -50 112
b_quark 0 4.18 139.11 -67 34 117 b_quark 0 4.18 136.038 -20 -20 -133
b_quark 0 4.18 253.794 163 -60 185 b_quark 0 4.18 174.744 -99 94 -109
b_quark 0 4.18 50.1046 37 -32 -10 b_quark 0 4.18 137.166 -133 -18 28
b_quark 0 4.18 119.593 -109 -10 48 b_quark 0 4.18 171.034 127 109 35
b_quark 0 4.18 173.455 -112 -119 -58 b_quark 0 4.18 99.0933 15 91 36
W+ 1 80.4 205.702 -14 -97 162 W- 1 80.4 166.551 35 27 -139
b_quark 0 4.18 166.308 -56 -104 117 b_quark 0 4.18 208.189 106 133 -120
b_quark 0 4.18 193.195 -77 7 177 b_quark 0 4.18 144.991 77 26 -120
b_quark 0 4.18 202.947 65 -9 192 b_quark 0 4.18 186.819 -128 80 -110
